sentence_id,sentence,true_label,predicted_label_tfidf,predicted_label_embedding
3349,Goodwin not to face Scottish prosecution over RBS,positive,negative,negative
3521,"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn .",neutral,neutral,neutral
3549,"According to Finnair Technical Services , the measure is above all due to the employment situation .",neutral,neutral,neutral
1638,Efore 's CEO Reijo Maihaniemi said that the company has developed and already delivered power supply units to respective systems based on this technology to Chinese sector company ZTE Corp SHE : 000063 .,neutral,neutral,neutral
3309,"Juhani J+ñrvi , Corporate Executive Vice President of Kesko , says the Russian food retail sector is fragmented .",neutral,neutral,negative
4072,Horizonte acquires neighbouring Glencore nickel property in Brazil,positive,positive,neutral
884,"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today .",neutral,neutral,positive
3119,"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 .",neutral,neutral,neutral
4078,"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings .",neutral,neutral,neutral
4750,"$SPY Less than 0.2% down and people are calling it bearish. Some heading for exits already. Maybe 1% down will be ""the crash""? Disturbing!",negative,negative,negative
3120,"Following the registration , the share capital of Biotie is EUR 52,556,678.10 .",neutral,neutral,neutral
734,Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive,positive,positive
796,Three students from Universiti Sains Malaysia have won a study trip to Helsinki .,neutral,positive,neutral
3718,"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .",positive,neutral,negative
3422,Net sales surged by 30 % to EUR 36 million .,positive,positive,positive
3791,"Approximately SEK 166 million in repayments has been demanded for overcharging in the Stockholm area , with the remaining SEK 87 million taken from the Western coast , the inspectorate said .",neutral,neutral,positive
3213,"Long Position on $IP,....Scaling UP http://stks.co/sIln",positive,positive,positive
4205,Growth is expected to continue in 2008 .,positive,neutral,positive
2904,$tsla bad day to short,positive,negative,negative
2298,ALERT: New RSI signal created on $COST - Buy at 148.78 - Time: 14:19 - Strength: 10. Powered by https://t.co/MhOBzU3Rmx,positive,positive,positive
5016,He is resting comfortably and is looking forward to getting back to work . '',neutral,neutral,neutral
4650,"The solution is demonstrated on a tablet developed by Aava Mobile as a multi-window system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side .",neutral,neutral,neutral
5723,The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares .,neutral,neutral,neutral
4471,"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members .",neutral,neutral,neutral
5202,M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .,positive,positive,positive
4720,Ocwen Reaches Settlement With California Regulator,positive,positive,positive
4158,"Benefon , a wireless and GPS technology company , will supply Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .",positive,neutral,positive
4275,The ` buy ' recommendation was reiterated .,positive,positive,positive
4818,what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,negative,positive,positive
2506,"The firm 's UK head office is in Rugby Road , Lutterworth .",neutral,neutral,neutral
152,$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,positive,positive,positive
86,The companies ' aim is to finalize the negotiations and sign the contracts at the start of October 2008 .,neutral,neutral,neutral
3126,Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .,neutral,neutral,neutral
4086,"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",positive,positive,neutral
3201,UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change,negative,positive,positive
2229,"Besides , Pit-Produkt will enter the new segments .",neutral,neutral,positive
5679,"Westend ICT Plc s new 409,665,891 shares and increase of share capital with EUR 2,000,000 based on the resolutions of extraordinary shareholders meeting on 27 December 2010 have today registered in the Trade Register .",neutral,neutral,positive
1002,$CTRP not a bad long chart now that it's through sma100 resistance.,positive,positive,negative
1196,Long $VVUS shares as a call option w/ an expiration of..  umm.. TODAY.    Hitting HOD here.,positive,positive,positive
2647,"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/xDGrAExkKz",negative,negative,negative
986,"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive,positive,positive
84,"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",negative,neutral,negative
3865,"If Honkarakenne starts production there , it will need a partner for sawmill operations .",neutral,neutral,neutral
2885,Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,negative,negative,negative
2479,"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .",neutral,neutral,neutral
5290,Delivery is due in the second half of 2011 .,neutral,neutral,neutral
4989,"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",neutral,neutral,neutral
2613,"When open next year , it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat .",positive,neutral,positive
5633,"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",neutral,neutral,neutral
4679,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,positive,positive,positive
611,"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans .",neutral,neutral,neutral
4337,"Our objective is to yield a significant part of our turnover in Russia in a couple of years , '' says Solteq 's Managing Director Hannu Ahola .",neutral,positive,positive
3587,"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .",positive,positive,positive
3957,A memorandum of understanding on cooperation between the Finnish Global Chemical Company KEMIRA and Vietnam National Chemicals Group ( Vinachem ) was signed on this occasion .,positive,positive,positive
410,The implementation of the deal is subject to the approval by the Finnish Competition Authority .,neutral,neutral,neutral
5091,"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .",positive,neutral,positive
2624,VIVUS $VVUS bear raid in effect. Stock down 12%,negative,negative,negative
4184,InterContinental Hotels Group share price climbs on $1.5bn special dividend,positive,negative,positive
2347,"The estimated value of the contract is EUR12 .4 m. Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",neutral,neutral,neutral
4151,"Continuing operations turned an operating loss of EUR 0.1 mn , a slight improvement from a loss of EUR 0.2 mn a year earlier .",positive,negative,negative
175,As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,neutral,neutral,negative
5206,The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,positive,neutral,neutral
4521,Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,positive,positive,positive
1684,The event can also be viewed as a live audio webcast at www.ahlstrom.com .,neutral,neutral,neutral
469,"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia .",positive,neutral,neutral
10,Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,positive,positive,positive
1300,"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. .",neutral,neutral,neutral
4962,The previous offer was 3.4 % of voting rights and 12.3 % of capital .,neutral,neutral,neutral
3664,Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden .,positive,positive,positive
183,"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .",neutral,neutral,neutral
994,AstraZeneca to Buy ZS Pharma for $2.7 Billion,positive,positive,positive
1808,"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin",negative,negative,negative
5703,The amendment will not incur additional costs .,neutral,neutral,neutral
1754,1 Block lamp Harri Koskinen 's light was introduced in 1996 and has been a bestseller ever since .,positive,neutral,neutral
2781,The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,negative,neutral,neutral
3980,It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,neutral,neutral,neutral
4539,"As a result , a total of 82 employees would be given notice .",neutral,negative,neutral
2535,Earnings per share EPS in the first quarter amounted to a loss of EUR0 .20 .,neutral,positive,negative
3609,"Von Koskull will oversee a new unit of Nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions .",neutral,neutral,neutral
1583,The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,negative,positive,negative
5337,The markets expect Heineken to sell Hartwall as a whole or in parts .,neutral,neutral,neutral
1285,Finnlines said that the deal is part of its strategy to focus on its core businesses .,neutral,neutral,positive
1913,$AMZN long into earnings. looks good over 600,positive,positive,positive
4343,"Auburn 's sales in 2007 were CAD 41 million ( approximately EUR 27 million ) , and the company employs some 150 people .",neutral,neutral,neutral
4340,"In Finland , Alma Media will focus on quality and developing chain operations .",neutral,neutral,neutral
3282,"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",positive,positive,positive
5752,"MD Henning Bahr of Stockmann Gruppen praises the trend , since the chains become stronger and their decision-making processes more clear .",positive,neutral,positive
1479,"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees .",neutral,neutral,neutral
2951,"The reductions will be implemented immediately , beginning in October 2009 .",neutral,neutral,negative
4762,The difference can be explained by the fact that two shipping companies have stopped operating in the Gulf of Finland .,neutral,neutral,neutral
1259,UPDATE 1-Engineering firm Smiths Group confirms CEO appointment,neutral,positive,positive
761,"$RXII Tang really is toxic, they keep bringing the share price down. At least they could let it climb a little before dragging it down.",negative,negative,negative
4189,"According to Soosalu , particular attention was paid to residents privacy and security in the design of the Aleksandri Street building .",neutral,neutral,neutral
4691,Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,neutral,neutral,neutral
1447,"Finnish Neste Oil that was previously on the list , has fallen off the list completely .",neutral,neutral,negative
4701,`` Residentialconstruction in particular has picked up in several markets .,positive,positive,neutral
